stimulus_id,pc_c,pc_dflat,pc_dkoron,pc_d,pc_eflat,pc_ekoron,pc_e,pc_f,pc_fsori,pc_fsharp,pc_g,pc_aflat,pc_akoron,pc_a,pc_bflat,pc_bkoron,pc_b,target_category,target_label,pitch_classes
219,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,10,150-250-100,bflat+b+d+eflat
220,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13,200-100-200,bflat+c+dflat+eflat
221,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14,200-150-150,bflat+c+dkoron+eflat
222,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15,200-200-100,bflat+c+d+eflat
223,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24,300-50-150,bflat+dflat+dkoron+eflat
224,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,22,300-100-100,bflat+dflat+d+eflat
225,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,26,350-50-100,bflat+dkoron+d+eflat
226,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,35,50-50-400,bkoron+b+c+e
227,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,29,50-150-300,bkoron+b+dflat+e
228,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,30,50-200-250,bkoron+b+dkoron+e
229,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,31,50-250-200,bkoron+b+d+e
230,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,33,50-350-100,bkoron+b+eflat+e
231,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,34,50-400-50,bkoron+b+ekoron+e
232,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,100-100-300,bkoron+c+dflat+e
233,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,100-150-250,bkoron+c+dkoron+e
234,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,100-200-200,bkoron+c+d+e
235,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,100-300-100,bkoron+c+eflat+e
236,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,100-350-50,bkoron+c+ekoron+e
237,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17,200-50-250,bkoron+dflat+dkoron+e
238,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,13,200-100-200,bkoron+dflat+d+e
239,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,15,200-200-100,bkoron+dflat+eflat+e
240,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,16,200-250-50,bkoron+dflat+ekoron+e
241,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,21,250-50-200,bkoron+dkoron+d+e
242,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,19,250-150-100,bkoron+dkoron+eflat+e
243,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,20,250-200-50,bkoron+dkoron+ekoron+e
244,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,22,300-100-100,bkoron+d+eflat+e
245,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,23,300-150-50,bkoron+d+ekoron+e
246,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,27,400-50-50,bkoron+eflat+ekoron+e
