stimulus_id,pc_c,pc_dflat,pc_dkoron,pc_d,pc_eflat,pc_ekoron,pc_e,pc_f,pc_fsori,pc_fsharp,pc_g,pc_aflat,pc_akoron,pc_a,pc_bflat,pc_bkoron,pc_b,target_category,target_label,pitch_classes
45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,dang+mojanab+baqieh,dkoron+a
46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,chireh+mojanab,dkoron+bflat
47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,chireh+bishtanini,dkoron+bkoron
48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,chireh+tanini+baqieh,dkoron+b
49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,hengam,d
50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,baqieh,d+eflat
51,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,mojanab,d+ekoron
52,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17,tanini,d+e
53,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,tanini+baqieh,d+f
54,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,21,tanini+tanini,d+fsori
55,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,tanini+bishtanini,d+fsharp
56,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,dang,d+g
57,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,dang+baqieh,d+aflat
58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,dang+mojanab,d+akoron
59,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,chireh,d+a
60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,chireh+baqieh,d+bflat
61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,chireh+tanini,d+bkoron
62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,chireh+bishtanini,d+b
63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,hengam,eflat
64,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,zaed,eflat+ekoron
65,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,baqieh,eflat+e
66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,tanini,eflat+f
67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18,tanini+baqieh,eflat+fsori
68,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,tanini+mojanab,eflat+fsharp
69,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21,tanini+tanini,eflat+g
70,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,dang,eflat+aflat
71,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22,tanini+tanini+mojanab,eflat+akoron
72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,dang+baqieh,eflat+a
73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,chireh,eflat+bflat
74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,chireh+baqieh,eflat+bkoron
75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,chireh+mojanab,eflat+b
76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,hengam,ekoron
77,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,zaed,ekoron+e
78,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16,mojanab,ekoron+f
79,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,bishtanini,ekoron+fsori
80,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18,tanini+baqieh,ekoron+fsharp
81,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20,tanini+mojanab,ekoron+g
82,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,tanini+bishtanini,ekoron+aflat
83,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11,dang,ekoron+akoron
84,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22,tanini+tanini+mojanab,ekoron+a
85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,dang+mojanab,ekoron+bflat
86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,dang+mojanab+baqieh,ekoron+bkoron
87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,chireh+baqieh,ekoron+b
88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,hengam,e
89,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,baqieh,e+f
90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,tanini,e+fsori
91,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,bishtanini,e+fsharp
92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,tanini+baqieh,e+g
93,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,tanini+tanini,e+aflat
94,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19,tanini+bishtanini,e+akoron
95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,dang,e+a
96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,dang+baqieh,e+bflat
97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,chireh,e+bkoron
98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,dang+mojanab+baqieh,e+b
99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,hengam,f
100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,baqieh,f+fsori
101,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,mojanab,f+fsharp
102,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,tanini,f+g
103,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,tanini+baqieh,f+aflat
104,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20,tanini+mojanab,f+akoron
105,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,tanini+tanini,f+a
106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,dang,f+bflat
107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,dang+baqieh,f+bkoron
108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,dang+mojanab,f+b
109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,hengam,fsori
110,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,zaed,fsori+fsharp
111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,baqieh,fsori+g
112,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17,tanini,fsori+aflat
113,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,bishtanini,fsori+akoron
114,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,tanini+baqieh,fsori+a
115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,tanini+tanini,fsori+bflat
116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,dang,fsori+bkoron
117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22,tanini+tanini+mojanab,fsori+b
118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,hengam,fsharp
119,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,zaed,fsharp+g
120,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,mojanab,fsharp+aflat
121,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,tanini,fsharp+akoron
122,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,bishtanini,fsharp+a
123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20,tanini+mojanab,fsharp+bflat
124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,tanini+bishtanini,fsharp+bkoron
125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,dang,fsharp+b
126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,hengam,g
127,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,baqieh,g+aflat
128,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,mojanab,g+akoron
129,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17,tanini,g+a
130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18,tanini+baqieh,g+bflat
131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,tanini+tanini,g+bkoron
132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,tanini+bishtanini,g+b
133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,hengam,aflat
134,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,zaed,aflat+akoron
135,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,baqieh,aflat+a
136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17,tanini,aflat+bflat
137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,tanini+baqieh,aflat+bkoron
138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,tanini+mojanab,aflat+b
139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,hengam,akoron
140,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23,zaed,akoron+a
141,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,mojanab,akoron+bflat
142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,bishtanini,akoron+bkoron
143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,tanini+baqieh,akoron+b
144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,hengam,a
145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,baqieh,a+bflat
146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,tanini,a+bkoron
147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,bishtanini,a+b
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,hengam,bflat
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,baqieh,bflat+bkoron
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,mojanab,bflat+b
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,hengam,bkoron
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,zaed,bkoron+b
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,hengam,b
